kabupaten_kota,provinsi,latitude,longitude,sewa_2024,rumah_layak_huni,ketahanan_bangunan,luas_lantai_7_2,akses_air_minum,akses_sanitasi,cuci_tangan,status_milik_sendiri,status_kontrak_sewa,listrik_pln,latitude,longitude
Majene,Sulawesi Barat,-3.167416678928875,118.91968133951116,602.0,59.95,91.59,91.7,80.14,82.52,78.07,94.2,0.51,94.99,-3.167416678928875,118.91968133951116
Polewali Mandar,Sulawesi Barat,-3.3119455599831022,119.14448117838847,602.0,59.95,91.59,91.7,80.14,82.52,78.07,94.2,0.51,94.99,-3.3119455599831022,119.14448117838847
Mamasa,Sulawesi Barat,-2.9488046518090174,119.31189208704916,602.0,59.95,91.59,91.7,80.14,82.52,78.07,94.2,0.51,94.99,-2.9488046518090174,119.31189208704916
Mamuju,Sulawesi Barat,-2.530675005155979,119.32496692861989,602.0,59.95,91.59,91.7,80.14,82.52,78.07,94.2,0.51,94.99,-2.530675005155979,119.32496692861989
Mamuju Utara,Sulawesi Barat,-1.4856642101042288,119.5072072923238,602.0,59.95,91.59,91.7,80.14,82.52,78.07,94.2,0.51,94.99,-1.4856642101042288,119.5072072923238
Mamuju Tengah,Sulawesi Barat,-2.0077678624582096,119.51843699999698,602.0,59.95,91.59,91.7,80.14,82.52,78.07,94.2,0.51,94.99,-2.0077678624582096,119.51843699999698
Maluku Tenggara Barat,Maluku,-7.584403269203593,131.36764906687992,6035.0,66.13,92.7,89.11,93.32,80.51,76.5,,,95.37,-7.584403269203593,131.36764906687992
Maluku Tenggara,Maluku,-5.674753702693174,132.8903569832338,6035.0,66.13,92.7,89.11,93.32,80.51,76.5,,,95.37,-5.674753702693174,132.8903569832338
Maluku Tengah,Maluku,-3.15935989966076,129.29145096301465,6035.0,66.13,92.7,89.11,93.32,80.51,76.5,,,95.37,-3.15935989966076,129.29145096301465
Buru,Maluku,-3.3029380851024497,126.72128545301786,6035.0,66.13,92.7,89.11,93.32,80.51,76.5,,,95.37,-3.3029380851024497,126.72128545301786
Kepulauan Aru,Maluku,-6.195864787642663,134.4504113378623,6035.0,66.13,92.7,89.11,93.32,80.51,76.5,,,95.37,-6.195864787642663,134.4504113378623
Seram Bagian Barat,Maluku,-3.1334669972558187,128.35347843533975,6035.0,66.13,92.7,89.11,93.32,80.51,76.5,,,95.37,-3.1334669972558187,128.35347843533975
Seram Bagian Timur,Maluku,-3.415883664078097,130.4383098381614,6035.0,66.13,92.7,89.11,93.32,80.51,76.5,,,95.37,-3.415883664078097,130.4383098381614
Maluku Barat Daya,Maluku,-7.823386987554771,127.32388067120571,6035.0,66.13,92.7,89.11,93.32,80.51,76.5,,,95.37,-7.823386987554771,127.32388067120571
Buru Selatan,Maluku,-3.5696048639061364,126.55282333999756,6035.0,66.13,92.7,89.11,93.32,80.51,76.5,,,95.37,-3.5696048639061364,126.55282333999756
Kota Ambon,Maluku,-3.677179835792088,128.1797045281591,6035.0,66.13,92.7,89.11,93.32,80.51,76.5,,,95.37,-3.677179835792088,128.1797045281591
Kota Tual,Maluku,-5.553113332631026,132.46653751842126,6035.0,66.13,92.7,89.11,93.32,80.51,76.5,,,95.37,-5.553113332631026,132.46653751842126
Halmahera Barat,Maluku Utara,1.3641783935751373,127.58966802629412,3164.0,68.05,93.28,93.68,88.92,82.32,83.79,,,94.27,1.3641783935751373,127.58966802629412
Halmahera Tengah,Maluku Utara,0.4027410674866196,128.2821960219882,3164.0,68.05,93.28,93.68,88.92,82.32,83.79,,,94.27,0.4027410674866196,128.2821960219882
Kepulauan Sula,Maluku Utara,-1.9632967008633933,125.8390745560858,3164.0,68.05,93.28,93.68,88.92,82.32,83.79,,,94.27,-1.9632967008633933,125.8390745560858
Halmahera Selatan,Maluku Utara,-0.8235483295334192,127.70511015063754,3164.0,68.05,93.28,93.68,88.92,82.32,83.79,,,94.27,-0.8235483295334192,127.70511015063754
Halmahera Utara,Maluku Utara,1.5423150567150865,127.83106228613684,3164.0,68.05,93.28,93.68,88.92,82.32,83.79,,,94.27,1.5423150567150865,127.83106228613684
Halmahera Timur,Maluku Utara,1.031173281868358,128.30855563949143,3164.0,68.05,93.28,93.68,88.92,82.32,83.79,,,94.27,1.031173281868358,128.30855563949143
Pulau Morotai,Maluku Utara,2.316572985700195,128.44836091184416,3164.0,68.05,93.28,93.68,88.92,82.32,83.79,,,94.27,2.316572985700195,128.44836091184416
Pulau Taliabu,Maluku Utara,-1.818859949789612,124.74064209955654,3164.0,68.05,93.28,93.68,88.92,82.32,83.79,,,94.27,-1.818859949789612,124.74064209955654
Kota Ternate,Maluku Utara,0.8388326849972515,127.17256885981035,3164.0,68.05,93.28,93.68,88.92,82.32,83.79,,,94.27,0.8388326849972515,127.17256885981035
Kota Tidore Kepulauan,Maluku Utara,0.4851921048355661,127.67367006071122,3164.0,68.05,93.28,93.68,88.92,82.32,83.79,,,94.27,0.4851921048355661,127.67367006071122
Fakfak,Papua Barat,-3.0592979605554755,132.91208544589364,16037.0,58.22,98.33,88.86,82.38,79.0,64.43,,,82.31,-3.0592979605554755,132.91208544589364
Kaimana,Papua Barat,-3.61303349806227,134.02252031797124,16037.0,58.22,98.33,88.86,82.38,79.0,64.43,,,82.31,-3.61303349806227,134.02252031797124
Teluk Wondama,Papua Barat,-2.8228113020918952,134.37448736339238,16037.0,58.22,98.33,88.86,82.38,79.0,64.43,,,82.31,-2.8228113020918952,134.37448736339238
Teluk Bintuni,Papua Barat,-2.0030982905791928,133.308510859766,16037.0,58.22,98.33,88.86,82.38,79.0,64.43,,,82.31,-2.0030982905791928,133.308510859766
Sorong Selatan,Papua Barat,-1.7166784648883764,132.15111985562763,16037.0,58.22,98.33,88.86,82.38,79.0,64.43,,,82.31,-1.7166784648883764,132.15111985562763
Sorong,Papua Barat,-1.1165906216046029,131.56448723464018,16037.0,58.22,98.33,88.86,82.38,79.0,64.43,,,82.31,-1.1165906216046029,131.56448723464018
Raja Ampat,Papua Barat,-0.9001476361814366,130.57427934381653,16037.0,58.22,98.33,88.86,82.38,79.0,64.43,,,82.31,-0.9001476361814366,130.57427934381653
Tambrauw,Papua Barat,-0.806709841623473,132.7511333662371,16037.0,58.22,98.33,88.86,82.38,79.0,64.43,,,82.31,-0.806709841623473,132.7511333662371
Maybrat,Papua Barat,-1.322247777460044,132.3756784814474,16037.0,58.22,98.33,88.86,82.38,79.0,64.43,,,82.31,-1.322247777460044,132.3756784814474
Manokwari Selatan,Papua Barat,-1.5930660926045703,133.97273598008962,16037.0,58.22,98.33,88.86,82.38,79.0,64.43,,,82.31,-1.5930660926045703,133.97273598008962
Kota Sorong,Papua Barat,-0.8704765906438268,131.33783800464067,16037.0,58.22,98.33,88.86,82.38,79.0,64.43,,,82.31,-0.8704765906438268,131.33783800464067
Merauke,Papua,-7.840149703675268,139.70434046029644,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-7.840149703675268,139.70434046029644
Jayawijaya,Papua,-4.088256158070627,138.86933795051496,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-4.088256158070627,138.86933795051496
Jayapura,Papua,-2.978903134852455,139.97582360159277,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-2.978903134852455,139.97582360159277
Nabire,Papua,-3.376555491288597,135.58432543038532,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-3.376555491288597,135.58432543038532
Kepulauan Yapen,Papua,-1.7456981623012486,136.17413436330068,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-1.7456981623012486,136.17413436330068
Biak Numfor,Papua,-1.0039940460778705,135.84431533497525,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-1.0039940460778705,135.84431533497525
Paniai,Papua,-3.8051988502703136,136.49284009488457,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-3.8051988502703136,136.49284009488457
Puncak Jaya,Papua,-3.460215580962725,137.84375769327374,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-3.460215580962725,137.84375769327374
Mimika,Papua,-4.500496139802828,136.69388567346363,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-4.500496139802828,136.69388567346363
Boven Digoel,Papua,-5.987000924524434,140.36645217355553,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-5.987000924524434,140.36645217355553
Mappi,Papua,-6.495805617760449,139.3990145586796,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-6.495805617760449,139.3990145586796
Asmat,Papua,-5.369080519807628,138.56035063859574,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-5.369080519807628,138.56035063859574
Yahukimo,Papua,-4.48920644486582,139.60325048543234,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-4.48920644486582,139.60325048543234
Pegunungan Bintang,Papua,-4.51749718585348,140.53269475341327,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-4.51749718585348,140.53269475341327
Tolikara,Papua,-3.483927785594827,138.40858719051505,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-3.483927785594827,138.40858719051505
Sarmi,Papua,-2.471878085602691,139.00316703754345,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-2.471878085602691,139.00316703754345
Keerom,Papua,-3.332129541727913,140.68325992453882,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-3.332129541727913,140.68325992453882
Waropen,Papua,-2.746968245977208,136.72818551310243,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-2.746968245977208,136.72818551310243
Supiori,Papua,-0.7320891587827743,135.56465243738694,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-0.7320891587827743,135.56465243738694
Mamberamo Raya,Papua,-2.489622234073396,137.96906678293686,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-2.489622234073396,137.96906678293686
Nduga,Papua,-4.427393078503478,138.24047338840816,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-4.427393078503478,138.24047338840816
Lanny Jaya,Papua,-3.9856667853320538,138.27098218450453,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-3.9856667853320538,138.27098218450453
Mamberamo Tengah,Papua,-3.608634111585949,139.0276651416352,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-3.608634111585949,139.0276651416352
Yalimo,Papua,-3.813879354213458,139.4585918219737,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-3.813879354213458,139.4585918219737
Puncak,Papua,-3.6195420391071496,137.4000323600759,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-3.6195420391071496,137.4000323600759
Dogiyai,Papua,-4.016855376919882,135.66759910673224,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-4.016855376919882,135.66759910673224
Intan Jaya,Papua,-3.536387532808406,136.7448086261519,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-3.536387532808406,136.7448086261519
Deiyai,Papua,-4.140289573526386,136.38461568497954,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-4.140289573526386,136.38461568497954
Kota Jayapura,Papua,-2.659352331621906,140.80889644412335,20232.0,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24,-2.659352331621906,140.80889644412335
Pegunungan Arfak,Papua Barat,-1.1953920807666962,133.7338928350233,16037.0,58.22,98.33,88.86,82.38,79.0,64.43,,,82.31,-1.1953920807666962,133.7338928350233
Manokwari,Papua Barat,-0.9083588052018188,133.8512580967311,16037.0,58.22,98.33,88.86,82.38,79.0,64.43,,,82.31,-0.9083588052018188,133.8512580967311
Ciamis,Jawa Barat,-7.29053690285331,108.42864856238518,10781.0,56.25,78.81,94.26,94.9,75.1,82.37,83.44,5.91,99.9,-7.29053690285331,108.42864856238518
Kaur,Bengkulu,-4.60719695403005,103.40750472085702,3399.0,56.52,95.61,95.66,72.1,83.01,81.71,89.76,3.49,99.75,-4.60719695403005,103.40750472085702
